"","day","total","A","B","C","AA","AB","AC","BA","BB","CA"
"2842","2013-10-12",14,7,6,1,3,3,1,3,3,1
"2843","2013-10-13",25,13,10,2,5,5,3,3,7,2
"2844","2013-10-14",20,8,9,3,3,5,0,4,5,3
"2845","2013-10-15",16,8,6,2,2,3,3,3,3,2
"2846","2013-10-16",23,15,6,2,4,5,6,5,1,2
"2847","2013-10-17",15,7,7,1,2,5,0,3,4,1
"2848","2013-10-18",20,11,8,1,2,5,4,4,4,1
"2849","2013-10-19",17,9,7,1,1,5,3,4,3,1
"2850","2013-10-20",20,12,8,0,5,3,4,3,5,0
"2851","2013-10-21",22,8,13,1,4,3,1,7,6,1
"2852","2013-10-22",23,12,7,4,6,5,1,4,3,4
"2853","2013-10-23",24,14,9,1,6,5,3,4,5,1
"2854","2013-10-24",27,13,11,3,1,7,5,6,5,3
"2855","2013-10-25",23,11,11,1,5,4,2,7,4,1
"2856","2013-10-26",20,10,9,1,5,2,3,5,4,1
"2857","2013-10-27",21,6,12,3,2,0,4,5,7,3
"2858","2013-10-28",18,8,8,2,1,3,4,3,5,2
"2859","2013-10-29",17,7,7,3,3,4,0,3,4,3
"2860","2013-10-30",23,13,6,4,8,3,2,5,1,4
"2861","2013-10-31",19,10,7,2,1,6,3,6,1,2
"2862","2013-11-01",18,9,5,4,5,4,0,1,4,4
"2863","2013-11-02",25,12,12,1,5,4,3,7,5,1
"2864","2013-11-03",35,20,13,2,9,9,2,6,7,2
"2865","2013-11-04",32,11,19,2,4,5,2,10,9,2
"2866","2013-11-05",17,10,6,1,4,4,2,6,0,1
"2867","2013-11-06",21,6,13,2,1,3,2,7,6,2
"2868","2013-11-07",18,10,7,1,5,4,1,4,3,1
"2869","2013-11-08",18,10,6,2,6,4,0,2,4,2
"2870","2013-11-09",24,17,6,1,5,9,3,5,1,1
"2871","2013-11-10",22,14,7,1,6,6,2,3,4,1
"2872","2013-11-11",25,12,8,5,4,6,2,1,7,5
"2873","2013-11-12",22,11,11,0,3,3,5,6,5,0
"2874","2013-11-13",13,8,4,1,5,0,3,1,3,1
"2875","2013-11-14",15,10,5,0,7,1,2,2,3,0
"2876","2013-11-15",20,10,8,2,2,5,3,6,2,2
"2877","2013-11-16",14,5,9,0,4,1,0,1,8,0
"2878","2013-11-17",17,7,6,4,2,3,2,2,4,4
"2879","2013-11-18",20,9,8,3,4,3,2,1,7,3
"2880","2013-11-19",12,8,4,0,5,2,1,3,1,0
"2881","2013-11-20",19,8,10,1,2,4,2,7,3,1
"2882","2013-11-21",22,8,12,2,5,2,1,5,7,2
"2883","2013-11-22",28,14,11,3,7,5,2,5,6,3
"2884","2013-11-23",28,11,14,3,4,4,3,9,5,3
"2885","2013-11-24",21,11,9,1,5,4,2,7,2,1
"2886","2013-11-25",12,7,4,1,5,1,1,1,3,1
"2887","2013-11-26",14,8,4,2,2,6,0,1,3,2
"2888","2013-11-27",27,13,13,1,4,5,4,7,6,1
"2889","2013-11-28",20,13,7,0,4,6,3,3,4,0
"2890","2013-11-29",24,13,6,5,6,5,2,1,5,5
"2891","2013-11-30",24,15,7,2,8,4,3,4,3,2
"2892","2013-12-01",27,11,12,4,7,3,1,7,5,4
"2893","2013-12-02",13,5,8,0,3,2,0,2,6,0
"2894","2013-12-03",18,12,6,0,4,5,3,5,1,0
"2895","2013-12-04",20,9,9,2,2,5,2,4,5,2
"2896","2013-12-05",28,16,9,3,6,6,4,5,4,3
"2897","2013-12-06",22,11,8,3,5,6,0,6,2,3
"2898","2013-12-07",26,12,12,2,5,7,0,5,7,2
"2899","2013-12-08",28,10,15,3,2,6,2,5,10,3
"2900","2013-12-09",19,9,9,1,5,2,2,4,5,1
"2901","2013-12-10",17,8,8,1,4,4,0,4,4,1
"2902","2013-12-11",22,7,14,1,3,2,2,4,10,1
"2903","2013-12-12",13,4,8,1,2,1,1,3,5,1
"2904","2013-12-13",20,11,8,1,8,2,1,1,7,1
"2905","2013-12-14",14,5,7,2,4,0,1,5,2,2
"2906","2013-12-15",20,9,8,3,5,4,0,4,4,3
"2907","2013-12-16",20,10,9,1,5,3,2,4,5,1
"2908","2013-12-17",26,14,10,2,7,5,2,3,7,2
"2909","2013-12-18",17,6,9,2,3,2,1,5,4,2
"2910","2013-12-19",29,15,9,5,8,6,1,7,2,5
"2911","2013-12-20",13,7,4,2,2,2,3,2,2,2
"2912","2013-12-21",14,4,8,2,3,1,0,4,4,2
"2913","2013-12-22",28,15,13,0,4,8,3,10,3,0
"2914","2013-12-23",31,16,13,2,6,5,5,4,9,2
"2915","2013-12-24",18,11,6,1,5,6,0,2,4,1
"2916","2013-12-25",26,12,12,2,3,6,3,6,6,2
"2917","2013-12-26",18,7,9,2,1,2,4,5,4,2
"2918","2013-12-27",24,13,10,1,2,8,3,5,5,1
"2919","2013-12-28",19,9,8,2,4,4,1,2,6,2
"2920","2013-12-29",24,13,11,0,5,5,3,7,4,0
"2921","2013-12-30",26,15,9,2,9,3,3,2,7,2
"2922","2013-12-31",18,12,4,2,4,5,3,4,0,2
"2923","2014-01-01",19,8,10,1,4,3,1,4,6,1
"2924","2014-01-02",23,11,9,3,5,2,4,3,6,3
"2925","2014-01-03",16,6,9,1,3,1,2,1,8,1
"2926","2014-01-04",17,8,8,1,3,3,2,7,1,1
"2927","2014-01-05",22,14,5,3,5,7,2,2,3,3
"2928","2014-01-06",22,12,8,2,6,4,2,4,4,2
"2929","2014-01-07",17,12,4,1,6,4,2,3,1,1
"2930","2014-01-08",21,10,10,1,3,5,2,7,3,1
"2931","2014-01-09",22,7,11,4,1,4,2,2,9,4
"2932","2014-01-10",22,14,7,1,6,6,2,4,3,1
"2933","2014-01-11",25,9,14,2,3,5,1,10,4,2
"2934","2014-01-12",15,8,5,2,1,5,2,2,3,2
"2935","2014-01-13",19,12,7,0,5,7,0,6,1,0
"2936","2014-01-14",20,7,10,3,3,3,1,6,4,3
"2937","2014-01-15",22,12,9,1,4,5,3,6,3,1
"2938","2014-01-16",25,9,13,3,6,3,0,6,7,3
"2939","2014-01-17",9,7,1,1,5,2,0,1,0,1
"2940","2014-01-18",20,11,8,1,4,4,3,2,6,1
"2941","2014-01-19",12,7,5,0,7,0,0,0,5,0
"2942","2014-01-20",15,10,4,1,5,3,2,2,2,1
"2943","2014-01-21",25,11,10,4,3,6,2,5,5,4
"2944","2014-01-22",22,12,8,2,7,3,2,4,4,2
"2945","2014-01-23",17,12,4,1,2,4,6,2,2,1
"2946","2014-01-24",28,16,11,1,3,6,7,4,7,1
"2947","2014-01-25",22,7,12,3,3,3,1,10,2,3
"2948","2014-01-26",17,12,5,0,3,7,2,2,3,0
"2949","2014-01-27",20,10,6,4,8,0,2,3,3,4
"2950","2014-01-28",24,13,8,3,5,6,2,4,4,3
"2951","2014-01-29",20,9,10,1,4,3,2,8,2,1
"2952","2014-01-30",19,12,6,1,4,4,4,4,2,1
"2953","2014-01-31",18,6,9,3,0,5,1,5,4,3
"2954","2014-02-01",18,9,6,3,1,5,3,3,3,3
"2955","2014-02-02",19,11,7,1,5,3,3,3,4,1
"2956","2014-02-03",21,12,8,1,3,8,1,4,4,1
"2957","2014-02-04",21,10,7,4,6,4,0,2,5,4
"2958","2014-02-05",15,8,6,1,4,4,0,4,2,1
"2959","2014-02-06",30,18,9,3,10,6,2,4,5,3
"2960","2014-02-07",20,10,9,1,7,2,1,5,4,1
"2961","2014-02-08",28,11,13,4,6,3,2,6,7,4
"2962","2014-02-09",23,7,15,1,4,2,1,11,4,1
"2963","2014-02-10",19,10,5,4,2,7,1,1,4,4
"2964","2014-02-11",28,19,8,1,6,6,7,4,4,1
"2965","2014-02-12",20,13,3,4,4,7,2,0,3,4
"2966","2014-02-13",20,10,5,5,3,4,3,4,1,5
"2967","2014-02-14",22,7,9,6,2,3,2,4,5,6
"2968","2014-02-15",19,9,7,3,5,1,3,4,3,3
"2969","2014-02-16",22,10,10,2,5,2,3,5,5,2
"2970","2014-02-17",21,12,8,1,2,8,2,4,4,1
"2971","2014-02-18",15,7,6,2,3,3,1,4,2,2
"2972","2014-02-19",15,7,7,1,2,4,1,3,4,1
"2973","2014-02-20",22,13,8,1,7,5,1,3,5,1
"2974","2014-02-21",15,11,4,0,3,7,1,1,3,0
"2975","2014-02-22",26,12,13,1,7,4,1,6,7,1
"2976","2014-02-23",20,7,8,5,2,2,3,5,3,5
"2977","2014-02-24",21,7,11,3,0,4,3,9,2,3
"2978","2014-02-25",22,12,7,3,6,2,4,3,4,3
"2979","2014-02-26",20,10,9,1,2,5,3,5,4,1
"2980","2014-02-27",19,11,4,4,2,6,3,3,1,4
"2981","2014-02-28",23,10,8,5,2,5,3,5,3,5
"2982","2014-03-01",25,11,12,2,5,4,2,7,5,2
"2983","2014-03-02",16,8,8,0,3,4,1,2,6,0
"2984","2014-03-03",23,10,9,4,4,2,4,7,2,4
"2985","2014-03-04",20,7,9,4,3,2,2,5,4,4
"2986","2014-03-05",22,10,11,1,4,4,2,4,7,1
"2987","2014-03-06",23,12,8,3,5,4,3,2,6,3
"2988","2014-03-07",21,12,8,1,7,2,3,5,3,1
"2989","2014-03-08",21,7,13,1,4,0,3,7,6,1
"2990","2014-03-09",23,10,11,2,2,8,0,5,6,2
"2991","2014-03-10",25,15,7,3,4,5,6,3,4,3
"2992","2014-03-11",17,7,7,3,2,3,2,3,4,3
"2993","2014-03-12",24,10,13,1,5,4,1,7,6,1
"2994","2014-03-13",18,8,8,2,3,4,1,4,4,2
"2995","2014-03-14",28,12,14,2,4,7,1,7,7,2
"2996","2014-03-15",18,7,8,3,3,3,1,7,1,3
"2997","2014-03-16",17,11,3,3,5,4,2,1,2,3
"2998","2014-03-17",20,12,6,2,7,2,3,3,3,2
"2999","2014-03-18",32,16,12,4,4,10,2,6,6,4
"3000","2014-03-19",14,11,1,2,6,2,3,0,1,2
"3001","2014-03-20",23,17,6,0,4,8,5,2,4,0
"3002","2014-03-21",16,10,4,2,3,4,3,2,2,2
"3003","2014-03-22",22,10,8,4,5,3,2,5,3,4
"3004","2014-03-23",17,10,5,2,2,6,2,3,2,2
"3005","2014-03-24",19,10,8,1,5,4,1,3,5,1
"3006","2014-03-25",18,9,7,2,1,6,2,3,4,2
"3007","2014-03-26",24,12,8,4,7,3,2,6,2,4
"3008","2014-03-27",21,10,9,2,4,3,3,3,6,2
"3009","2014-03-28",16,10,5,1,5,4,1,2,3,1
"3010","2014-03-29",21,10,10,1,4,4,2,7,3,1
"3011","2014-03-30",21,13,5,3,6,6,1,3,2,3
"3012","2014-03-31",20,12,5,3,5,7,0,3,2,3
"3013","2014-04-01",17,6,8,3,3,2,1,3,5,3
"3014","2014-04-02",22,19,3,0,5,7,7,3,0,0
"3015","2014-04-03",23,10,7,6,5,1,4,3,4,6
"3016","2014-04-04",18,10,7,1,3,3,4,3,4,1
"3017","2014-04-05",24,9,14,1,0,8,1,6,8,1
"3018","2014-04-06",17,10,7,0,4,6,0,1,6,0
"3019","2014-04-07",22,12,7,3,5,5,2,4,3,3
"3020","2014-04-08",25,11,11,3,4,4,3,7,4,3
"3021","2014-04-09",16,11,4,1,3,6,2,3,1,1
"3022","2014-04-10",21,9,8,4,4,3,2,5,3,4
"3023","2014-04-11",29,20,8,1,9,5,6,4,4,1
"3024","2014-04-12",24,12,8,4,5,4,3,5,3,4
"3025","2014-04-13",18,8,5,5,2,4,2,3,2,5
"3026","2014-04-14",18,7,7,4,1,3,3,2,5,4
"3027","2014-04-15",36,23,10,3,9,12,2,3,7,3
"3028","2014-04-16",18,9,9,0,1,8,0,4,5,0
"3029","2014-04-17",14,8,4,2,2,6,0,1,3,2
"3030","2014-04-18",21,11,7,3,5,4,2,4,3,3
"3031","2014-04-19",18,10,6,2,4,5,1,4,2,2
"3032","2014-04-20",17,8,8,1,5,2,1,4,4,1
"3033","2014-04-21",30,18,9,3,10,6,2,2,7,3
"3034","2014-04-22",19,9,8,2,3,1,5,2,6,2
"3035","2014-04-23",18,10,7,1,3,4,3,1,6,1
"3036","2014-04-24",21,11,10,0,5,6,0,9,1,0
"3037","2014-04-25",17,5,9,3,3,2,0,5,4,3
"3038","2014-04-26",28,17,6,5,7,6,4,1,5,5
"3039","2014-04-27",15,7,6,2,2,4,1,2,4,2
"3040","2014-04-28",17,8,7,2,4,4,0,3,4,2
"3041","2014-04-29",15,9,6,0,3,3,3,2,4,0
"3042","2014-04-30",23,10,8,5,5,4,1,2,6,5
"3043","2014-05-01",25,11,11,3,6,2,3,6,5,3
"3044","2014-05-02",12,6,5,1,4,0,2,3,2,1
"3045","2014-05-03",17,7,8,2,3,4,0,5,3,2
"3046","2014-05-04",12,6,3,3,4,0,2,2,1,3
"3047","2014-05-05",25,16,4,5,5,7,4,1,3,5
"3048","2014-05-06",16,7,5,4,1,3,3,0,5,4
"3049","2014-05-07",15,9,4,2,2,6,1,2,2,2
"3050","2014-05-08",24,15,7,2,7,3,5,3,4,2
"3051","2014-05-09",23,11,11,1,4,5,2,7,4,1
"3052","2014-05-10",19,14,5,0,5,6,3,3,2,0
"3053","2014-05-11",26,14,9,3,5,6,3,5,4,3
"3054","2014-05-12",11,4,7,0,2,1,1,2,5,0
"3055","2014-05-13",16,7,5,4,3,4,0,2,3,4
"3056","2014-05-14",25,18,5,2,12,5,1,3,2,2
"3057","2014-05-15",14,9,5,0,5,1,3,3,2,0
"3058","2014-05-16",21,11,9,1,2,4,5,5,4,1
"3059","2014-05-17",22,16,5,1,7,3,6,4,1,1
"3060","2014-05-18",21,6,12,3,2,3,1,9,3,3
"3061","2014-05-19",16,10,6,0,3,4,3,2,4,0
"3062","2014-05-20",26,13,10,3,5,6,2,5,5,3
"3063","2014-05-21",21,11,7,3,5,4,2,4,3,3
"3064","2014-05-22",15,10,2,3,5,1,4,2,0,3
"3065","2014-05-23",25,17,7,1,9,7,1,4,3,1
"3066","2014-05-24",17,12,3,2,5,3,4,2,1,2
"3067","2014-05-25",19,11,7,1,5,6,0,5,2,1
"3068","2014-05-26",15,5,6,4,1,1,3,3,3,4
"3069","2014-05-27",19,9,9,1,3,4,2,3,6,1
"3070","2014-05-28",19,8,10,1,2,4,2,5,5,1
"3071","2014-05-29",26,13,12,1,5,5,3,8,4,1
"3072","2014-05-30",20,10,8,2,4,3,3,3,5,2
"3073","2014-05-31",15,7,6,2,2,5,0,3,3,2
"3074","2014-06-01",16,9,4,3,3,5,1,0,4,3
"3075","2014-06-02",31,21,9,1,10,8,3,2,7,1
"3076","2014-06-03",22,10,10,2,1,5,4,6,4,2
"3077","2014-06-04",19,11,4,4,3,4,4,2,2,4
"3078","2014-06-05",28,16,10,2,6,7,3,3,7,2
"3079","2014-06-06",22,12,7,3,4,6,2,3,4,3
"3080","2014-06-07",16,8,7,1,1,6,1,3,4,1
"3081","2014-06-08",26,13,10,3,4,6,3,7,3,3
"3082","2014-06-09",23,12,8,3,5,5,2,3,5,3
"3083","2014-06-10",21,9,11,1,3,5,1,6,5,1
"3084","2014-06-11",20,11,8,1,4,4,3,4,4,1
"3085","2014-06-12",20,8,11,1,3,4,1,4,7,1
"3086","2014-06-13",23,15,5,3,5,8,2,2,3,3
"3087","2014-06-14",25,15,7,3,6,6,3,3,4,3
"3088","2014-06-15",22,15,7,0,8,2,5,4,3,0
"3089","2014-06-16",23,15,8,0,6,7,2,3,5,0
"3090","2014-06-17",21,7,10,4,1,3,3,7,3,4
"3091","2014-06-18",24,16,8,0,7,6,3,6,2,0
"3092","2014-06-19",23,12,9,2,4,7,1,3,6,2
"3093","2014-06-20",19,11,6,2,4,5,2,4,2,2
"3094","2014-06-21",20,8,9,3,3,3,2,4,5,3
"3095","2014-06-22",17,7,10,0,3,3,1,5,5,0
"3096","2014-06-23",17,4,11,2,1,2,1,5,6,2
"3097","2014-06-24",21,11,7,3,3,6,2,3,4,3
"3098","2014-06-25",20,4,14,2,3,0,1,7,7,2
"3099","2014-06-26",21,14,6,1,3,8,3,6,0,1
"3100","2014-06-27",31,16,11,4,5,6,5,6,5,4
"3101","2014-06-28",21,13,5,3,6,4,3,2,3,3
"3102","2014-06-29",19,6,10,3,3,0,3,7,3,3
"3103","2014-06-30",18,10,7,1,3,4,3,4,3,1
"3104","2014-07-01",14,6,8,0,3,2,1,4,4,0
"3105","2014-07-02",21,11,9,1,2,6,3,5,4,1
"3106","2014-07-03",14,9,5,0,2,4,3,3,2,0
"3107","2014-07-04",25,16,7,2,4,8,4,2,5,2
"3108","2014-07-05",26,11,11,4,4,3,4,5,6,4
"3109","2014-07-06",33,15,15,3,5,7,3,8,7,3
"3110","2014-07-07",13,6,5,2,1,4,1,2,3,2
"3111","2014-07-08",27,12,14,1,5,5,2,4,10,1
"3112","2014-07-09",25,7,15,3,0,6,1,9,6,3
"3113","2014-07-10",26,14,12,0,6,7,1,4,8,0
"3114","2014-07-11",21,14,7,0,7,7,0,2,5,0
"3115","2014-07-12",23,11,8,4,6,3,2,7,1,4
"3116","2014-07-13",20,11,7,2,5,2,4,5,2,2
"3117","2014-07-14",23,13,9,1,9,2,2,5,4,1
"3118","2014-07-15",25,13,8,4,5,5,3,4,4,4
"3119","2014-07-16",21,12,6,3,5,7,0,0,6,3
"3120","2014-07-17",20,13,6,1,5,5,3,2,4,1
"3121","2014-07-18",30,19,10,1,7,5,7,4,6,1
"3122","2014-07-19",19,9,10,0,2,4,3,5,5,0
"3123","2014-07-20",22,8,10,4,3,2,3,4,6,4
"3124","2014-07-21",24,11,7,6,3,5,3,3,4,6
"3125","2014-07-22",23,13,7,3,6,6,1,2,5,3
"3126","2014-07-23",21,12,8,1,5,5,2,6,2,1
"3127","2014-07-24",25,7,13,5,1,6,0,7,6,5
"3128","2014-07-25",29,15,9,5,7,5,3,4,5,5
"3129","2014-07-26",22,14,8,0,6,4,4,3,5,0
"3130","2014-07-27",25,10,14,1,2,6,2,6,8,1
"3131","2014-07-28",19,10,8,1,6,4,0,4,4,1
"3132","2014-07-29",18,6,9,3,3,2,1,5,4,3
"3133","2014-07-30",17,7,9,1,4,2,1,6,3,1
"3134","2014-07-31",20,13,6,1,4,8,1,3,3,1
"3135","2014-08-01",18,5,11,2,4,1,0,5,6,2
"3136","2014-08-02",15,8,5,2,1,6,1,1,4,2
"3137","2014-08-03",27,11,11,5,3,3,5,6,5,5
"3138","2014-08-04",21,8,12,1,3,3,2,8,4,1
"3139","2014-08-05",21,12,7,2,7,4,1,2,5,2
"3140","2014-08-06",17,11,6,0,4,6,1,4,2,0
"3141","2014-08-07",15,9,5,1,1,7,1,3,2,1
"3142","2014-08-08",17,8,9,0,2,3,3,6,3,0
"3143","2014-08-09",20,11,6,3,6,4,1,4,2,3
"3144","2014-08-10",17,12,5,0,3,7,2,1,4,0
"3145","2014-08-11",24,8,13,3,2,5,1,7,6,3
"3146","2014-08-12",23,13,7,3,3,3,7,2,5,3
"3147","2014-08-13",19,7,11,1,3,2,2,7,4,1
"3148","2014-08-14",18,7,10,1,3,3,1,6,4,1
"3149","2014-08-15",18,9,8,1,3,6,0,6,2,1
"3150","2014-08-16",19,10,9,0,4,5,1,4,5,0
"3151","2014-08-17",21,17,1,3,10,6,1,0,1,3
"3152","2014-08-18",16,7,7,2,4,3,0,5,2,2
"3153","2014-08-19",24,12,9,3,7,4,1,2,7,3
"3154","2014-08-20",21,15,4,2,7,6,2,2,2,2
"3155","2014-08-21",20,13,5,2,8,3,2,4,1,2
"3156","2014-08-22",27,12,13,2,5,3,4,4,9,2
"3157","2014-08-23",24,10,11,3,5,3,2,7,4,3
"3158","2014-08-24",21,12,6,3,4,6,2,4,2,3
"3159","2014-08-25",25,9,14,2,5,3,1,11,3,2
"3160","2014-08-26",24,10,12,2,2,5,3,7,5,2
"3161","2014-08-27",27,17,9,1,6,6,5,4,5,1
"3162","2014-08-28",20,11,8,1,2,6,3,4,4,1
"3163","2014-08-29",21,6,12,3,3,1,2,7,5,3
"3164","2014-08-30",21,8,10,3,4,3,1,2,8,3
"3165","2014-08-31",17,11,5,1,6,3,2,2,3,1
"3166","2014-09-01",20,9,9,2,2,3,4,6,3,2
"3167","2014-09-02",24,15,8,1,9,6,0,4,4,1
"3168","2014-09-03",22,16,3,3,7,5,4,1,2,3
"3169","2014-09-04",26,8,15,3,6,1,1,8,7,3
"3170","2014-09-05",15,4,9,2,1,2,1,6,3,2
"3171","2014-09-06",26,11,13,2,6,3,2,6,7,2
"3172","2014-09-07",19,11,7,1,4,5,2,3,4,1
"3173","2014-09-08",25,11,12,2,6,4,1,1,11,2
"3174","2014-09-09",17,6,9,2,5,1,0,4,5,2
"3175","2014-09-10",28,16,9,3,4,10,2,5,4,3
"3176","2014-09-11",14,7,6,1,5,1,1,3,3,1
"3177","2014-09-12",18,7,10,1,2,2,3,2,8,1
"3178","2014-09-13",19,10,7,2,4,2,4,6,1,2
"3179","2014-09-14",29,15,12,2,6,7,2,3,9,2
"3180","2014-09-15",20,12,7,1,4,5,3,4,3,1
"3181","2014-09-16",21,10,8,3,5,5,0,5,3,3
"3182","2014-09-17",17,9,7,1,7,2,0,4,3,1
"3183","2014-09-18",19,9,8,2,3,5,1,7,1,2
"3184","2014-09-19",25,13,10,2,7,4,2,5,5,2
"3185","2014-09-20",22,10,10,2,6,2,2,7,3,2
"3186","2014-09-21",22,10,8,4,5,4,1,2,6,4
"3187","2014-09-22",24,12,12,0,5,6,1,9,3,0
"3188","2014-09-23",20,11,7,2,4,4,3,3,4,2
"3189","2014-09-24",13,6,6,1,3,2,1,4,2,1
"3190","2014-09-25",21,10,8,3,4,5,1,4,4,3
"3191","2014-09-26",16,8,6,2,2,2,4,6,0,2
"3192","2014-09-27",29,14,14,1,5,4,5,7,7,1
"3193","2014-09-28",17,6,10,1,4,2,0,5,5,1
"3194","2014-09-29",26,9,14,3,3,4,2,5,9,3
"3195","2014-09-30",18,11,4,3,3,5,3,1,3,3
"3196","2014-10-01",18,11,5,2,6,5,0,4,1,2
"3197","2014-10-02",24,17,7,0,7,7,3,2,5,0
"3198","2014-10-03",17,7,9,1,2,4,1,5,4,1
"3199","2014-10-04",27,16,9,2,8,4,4,3,6,2
"3200","2014-10-05",26,13,10,3,5,8,0,6,4,3
"3201","2014-10-06",16,10,5,1,4,3,3,2,3,1
"3202","2014-10-07",16,6,8,2,0,3,3,6,2,2
"3203","2014-10-08",26,12,12,2,3,8,1,5,7,2
"3204","2014-10-09",21,10,8,3,4,5,1,4,4,3
"3205","2014-10-10",16,8,5,3,4,4,0,5,0,3
"3206","2014-10-11",23,14,6,3,4,8,2,4,2,3
"3207","2014-10-12",18,6,8,4,2,3,1,4,4,4
"3208","2014-10-13",11,6,4,1,4,1,1,2,2,1
"3209","2014-10-14",17,6,7,4,3,1,2,2,5,4
"3210","2014-10-15",22,13,5,4,7,3,3,2,3,4
"3211","2014-10-16",31,15,13,3,3,8,4,7,6,3
"3212","2014-10-17",23,12,9,2,3,4,5,5,4,2
"3213","2014-10-18",18,12,4,2,6,4,2,0,4,2
"3214","2014-10-19",13,7,6,0,1,4,2,2,4,0
"3215","2014-10-20",15,11,4,0,4,5,2,2,2,0
"3216","2014-10-21",24,13,9,2,6,5,2,5,4,2
"3217","2014-10-22",23,16,6,1,4,8,4,2,4,1
"3218","2014-10-23",20,11,6,3,4,5,2,3,3,3
"3219","2014-10-24",20,11,7,2,5,4,2,3,4,2
"3220","2014-10-25",21,10,11,0,5,3,2,2,9,0
"3221","2014-10-26",14,6,8,0,4,0,2,3,5,0
"3222","2014-10-27",21,11,10,0,6,1,4,4,6,0
"3223","2014-10-28",15,4,8,3,1,1,2,4,4,3
"3224","2014-10-29",26,11,12,3,3,5,3,7,5,3
"3225","2014-10-30",30,16,13,1,4,7,5,3,10,1
"3226","2014-10-31",15,3,7,5,1,2,0,4,3,5
"3227","2014-11-01",16,6,9,1,1,4,1,6,3,1
"3228","2014-11-02",14,6,7,1,0,3,3,3,4,1
"3229","2014-11-03",20,12,7,1,7,2,3,4,3,1
"3230","2014-11-04",21,11,9,1,4,3,4,4,5,1
"3231","2014-11-05",18,8,7,3,4,2,2,4,3,3
"3232","2014-11-06",15,8,4,3,5,3,0,2,2,3
"3233","2014-11-07",25,14,10,1,7,5,2,5,5,1
"3234","2014-11-08",27,11,14,2,7,4,0,3,11,2
"3235","2014-11-09",23,12,10,1,7,4,1,4,6,1
"3236","2014-11-10",24,13,10,1,2,8,3,2,8,1
"3237","2014-11-11",20,10,8,2,4,5,1,3,5,2
"3238","2014-11-12",22,8,9,5,5,2,1,5,4,5
"3239","2014-11-13",15,8,7,0,3,2,3,1,6,0
"3240","2014-11-14",23,14,4,5,6,6,2,3,1,5
"3241","2014-11-15",16,11,4,1,7,2,2,2,2,1
"3242","2014-11-16",15,4,9,2,1,2,1,4,5,2
"3243","2014-11-17",22,6,10,6,2,3,1,7,3,6
"3244","2014-11-18",20,13,6,1,3,9,1,0,6,1
"3245","2014-11-19",15,10,4,1,6,4,0,4,0,1
"3246","2014-11-20",20,10,9,1,2,5,3,4,5,1
"3247","2014-11-21",25,10,14,1,5,2,3,10,4,1
"3248","2014-11-22",20,9,10,1,4,2,3,4,6,1
"3249","2014-11-23",18,13,5,0,7,3,3,1,4,0
"3250","2014-11-24",20,7,9,4,3,2,2,3,6,4
"3251","2014-11-25",21,11,8,2,5,3,3,5,3,2
"3252","2014-11-26",21,10,9,2,7,3,0,5,4,2
"3253","2014-11-27",19,12,7,0,5,4,3,2,5,0
"3254","2014-11-28",22,9,11,2,2,4,3,6,5,2
"3255","2014-11-29",16,6,9,1,2,2,2,5,4,1
"3256","2014-11-30",27,13,14,0,5,5,3,9,5,0
"3257","2014-12-01",21,9,5,7,4,4,1,3,2,7
"3258","2014-12-02",20,10,7,3,2,6,2,3,4,3
"3259","2014-12-03",25,11,11,3,7,2,2,8,3,3
"3260","2014-12-04",21,13,7,1,4,5,4,4,3,1
"3261","2014-12-05",25,8,15,2,2,4,2,7,8,2
"3262","2014-12-06",29,18,8,3,5,11,2,5,3,3
"3263","2014-12-07",19,10,9,0,3,3,4,2,7,0
"3264","2014-12-08",17,8,7,2,4,2,2,3,4,2
"3265","2014-12-09",24,10,13,1,4,2,4,5,8,1
"3266","2014-12-10",21,8,9,4,5,0,3,4,5,4
"3267","2014-12-11",25,13,9,3,4,3,6,3,6,3
"3268","2014-12-12",29,13,14,2,5,5,3,8,6,2
"3269","2014-12-13",20,9,9,2,1,6,2,5,4,2
"3270","2014-12-14",25,16,7,2,7,5,4,3,4,2
"3271","2014-12-15",25,14,10,1,3,10,1,5,5,1
"3272","2014-12-16",11,7,3,1,5,2,0,0,3,1
"3273","2014-12-17",27,12,12,3,2,7,3,4,8,3
"3274","2014-12-18",18,8,9,1,1,5,2,6,3,1
"3275","2014-12-19",22,11,9,2,7,3,1,6,3,2
"3276","2014-12-20",14,5,9,0,1,4,0,3,6,0
"3277","2014-12-21",23,8,14,1,3,5,0,6,8,1
"3278","2014-12-22",19,8,10,1,2,4,2,5,5,1
"3279","2014-12-23",21,12,8,1,2,8,2,4,4,1
"3280","2014-12-24",11,7,4,0,2,4,1,3,1,0
"3281","2014-12-25",27,14,9,4,7,3,4,6,3,4
"3282","2014-12-26",17,10,6,1,4,1,5,2,4,1
"3283","2014-12-27",24,14,6,4,6,5,3,4,2,4
"3284","2014-12-28",25,12,11,2,3,7,2,2,9,2
"3285","2014-12-29",27,16,6,5,6,7,3,3,3,5
"3286","2014-12-30",18,9,8,1,0,9,0,3,5,1
"3287","2014-12-31",23,9,11,3,2,4,3,3,8,3
"3288","2015-01-01",26,16,5,5,6,4,6,1,4,5
"3289","2015-01-02",17,12,5,0,4,7,1,3,2,0
"3290","2015-01-03",26,13,9,4,5,4,4,5,4,4
"3291","2015-01-04",17,8,6,3,7,0,1,2,4,3
